,Simulation Number,PG.cFactor,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs
0,0,2.5,100,1,100000.0,,3605.5,3.6055000000000006,,100.0,0.003665110898596424,0.13531349875477902,0.01377852166154277,27.362095550038823,98.68445339359685,
1,1,2.5,200,1,100000.0,,5174.0,5.174,,200.0,0.009848490081083128,0.11708711502528817,0.014052938172843305,20.339257386642664,105.22220564546652,
2,2,2.5,300,1,100000.0,,6372.4,6.372400000000001,,300.0,0.01791672421153976,0.10409082268428096,0.013981558156746225,16.794946707116292,107.0062438912593,
3,3,2.5,400,1,100000.0,,7354.8,7.354799999999998,,400.0,0.027273705581552572,0.09907241937125864,0.014221833297062156,14.684436293236482,107.98896975039482,
4,4,2.5,500,1,100000.0,,8239.899999999998,8.2399,,500.0,0.03789813862900928,0.09455941351045992,0.01396129885881706,13.23009008147206,109.0043944834816,
5,5,2.5,600,1,100000.0,,8992.8,8.9928,,600.0,0.04906137883052679,0.09037304575594865,0.014212750020040415,12.245397491480288,110.109436850021,
6,6,2.5,700,1,100000.0,,9696.1,9.696099999999996,,700.0,0.0642649503118264,0.09328897842492007,0.014262046902999644,10.906877608084752,105.73459933962756,
7,7,2.5,800,1,100000.0,,10397.7,10.397699999999999,,800.0,0.07843352977861287,0.08947468921731616,0.014147685911605984,10.21747055357817,106.24998680111528,
8,8,2.5,900,1,100000.0,,10976.5,10.9765,,900.0,0.09320326373167517,0.08646181306349715,0.014073132149609905,9.685677709897982,106.30730833119256,
9,9,2.5,1000,1,100000.0,,11585.5,11.5855,,1000.0,0.10864892935499028,0.08931050588789563,0.014308631314251075,9.21874736572274,106.80248556516196,
10,10,2.5,1100,1,100000.0,,12209.7,12.2097,,1100.0,0.12892927772097665,0.08701523554133102,0.014246581915329704,8.54762821672428,104.36035347595904,
11,11,2.5,1200,1,100000.0,,12727.6,12.727599999999997,,1200.0,0.14236014295152016,0.08794119556981791,0.014126276549243316,8.439154780187277,107.40709635102992,
12,12,2.5,1300,1,100000.0,,13203.0,13.203,,1300.0,0.15912889422834267,0.08589343243617349,0.014323967798855492,8.182731436076937,108.03620480146061,
13,13,2.5,1400,1,100000.0,,13803.6,13.8036,,1400.0,0.17727437186581482,0.08396498147859578,0.014304005383768834,7.911497330936509,109.20417682279415,
14,14,2.5,1500,1,100000.0,,14229.0,14.229,,1500.0,0.19881161704349776,0.08465963397785588,0.014189433429808851,7.554497979874637,107.48289587411838,
15,15,2.5,1600,1,100000.0,,14636.3,14.6363,,1600.0,0.21827072440630677,0.08521037434249427,0.014264342356651591,7.334800293533022,107.36060340030863,
16,16,2.5,1700,1,100000.0,,15213.2,15.2132,,1700.0,0.23400219562008717,0.08475873827050352,0.014161136085554561,7.275939154210853,110.68930552819273,
17,17,2.5,1800,1,100000.0,,15567.6,15.567599999999999,,1800.0,0.2541229955724248,0.08318384800422204,0.014262134166516015,7.089736693886968,110.36606489175068,
18,18,2.5,1900,1,100000.0,,15953.6,15.9536,,1900.0,0.2786622864474566,0.0849231332385572,0.0142558966887499,6.8263744093930185,108.90959087310326,
19,19,2.5,2000,1,100000.0,,16463.9,16.4639,,2000.0,0.30882071205214745,0.08350542503006177,0.01440075094612606,6.482374985355787,106.7261454182288,
20,20,2.5,2100,1,100000.0,,16841.5,16.841500000000003,,2100.0,0.32864079399123514,0.0824040240470764,0.014222147376256848,6.39940337658218,107.78275168056066,
